,index,damage_given,damage_received,damage_healed,toxic_damage_taken,hazard_damage_taken,burn_damage_taken,poison_damage_taken,life_orb_damage_taken,stealth_rock_damage_taken,spike_damage_taken,buff_received,recoil_damage_taken,week,trainer
11,Mew,89.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5,gscalfaro7
0,Raikou,6.0,-24.0,6.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,6,crystopperpkmn
1,Moltres,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,crystopperpkmn
2,Landorus-Therian,88.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,crystopperpkmn
3,Barbaracle,226.0,0.0,0.0,-76.0,0.0,0.0,-24.0,0.0,0.0,0.0,4.0,0.0,6,crystopperpkmn
4,Sylveon,186.0,-25.0,61.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,crystopperpkmn
5,Tauros,74.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,6,crystopperpkmn
6,Victini,66.0,-80.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-2.0,0.0,6,gscalfaro7
7,Miltank,0.0,-200.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,6,gscalfaro7
8,Weavile,25.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,gscalfaro7
9,Drapion,48.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,6,gscalfaro7
10,Rotom-Mow,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,gscalfaro7
11,Mew,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,gscalfaro7
0,Stoutland,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6utter
1,Excadrill,30.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,0.0,0.0,6,6utter
2,Tyranitar,88.0,-88.0,12.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,6,6utter
3,Mienshao,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.0,0.0,0.0,0.0,6,6utter
4,Crobat,91.0,-99.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,6,6utter
5,Seismitoad,93.0,-112.0,18.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,6,6utter
6,Serperior,320.0,-122.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6,kaiser cauto
7,Ditto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,kaiser cauto
8,Forretress,48.0,-124.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,kaiser cauto
9,Suicune,112.0,-68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6,kaiser cauto
10,Snorlax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,kaiser cauto
11,Slurpuff,0.0,-88.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,kaiser cauto
0,Zapdos,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,mattchumaniac44
1,Garchomp,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,mattchumaniac44
2,Umbreon,0.0,-19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,mattchumaniac44
3,Hitmonlee,187.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,mattchumaniac44
4,Metagross,397.0,-47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,mattchumaniac44
5,Porygon-Z,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,mattchumaniac44
6,Greninja,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,moof710
7,Togekiss,72.0,-94.0,12.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,moof710
8,Blissey,0.0,-162.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,moof710
9,Blaziken,9.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,moof710
10,Amoonguss,30.0,-106.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,moof710
11,Hydreigon,64.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,moof710
0,Kabutops,160.0,-44.0,0.0,-36.0,0.0,0.0,0.0,-20.0,0.0,0.0,2.0,0.0,6,sonofringo
1,Cofagrigus,31.0,-112.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,sonofringo
2,Infernape,48.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,sonofringo
3,Lanturn,206.0,-136.0,42.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,sonofringo
4,Noivern,5.0,-88.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,6,sonofringo
5,Cresselia,15.0,-106.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,sonofringo
6,Azumarill,199.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,joji27
7,Jirachi,102.0,-28.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,6,joji27
8,Ludicolo,266.0,-31.0,55.0,0.0,0.0,0.0,0.0,-58.0,0.0,0.0,-1.0,0.0,6,joji27
9,Politoed,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,joji27
10,Kingdra,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,joji27
11,Thundurus,19.0,-106.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,joji27
0,Aromatisse,0.0,-220.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,notabot1234
1,Espeon,185.0,-95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,notabot1234
2,Venusaur,113.0,-112.0,135.0,0.0,0.0,-123.0,0.0,0.0,0.0,0.0,-1.0,0.0,6,notabot1234
3,Blastoise,0.0,-115.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,6,notabot1234
4,Heatran,139.0,-71.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,notabot1234
5,Tornadus-Therian,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,notabot1234
6,Keldeo,191.0,-87.0,30.0,0.0,0.0,0.0,0.0,0.0,-43.0,0.0,0.0,0.0,6,ryanmali
7,Ferrothorn,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,ryanmali
8,Kyurem,26.0,-38.0,-13.0,0.0,0.0,0.0,0.0,0.0,-49.0,0.0,0.0,0.0,6,ryanmali
9,Meloetta,396.0,-94.0,178.0,-86.0,0.0,0.0,0.0,0.0,-98.0,0.0,0.0,0.0,6,ryanmali
10,Florges,0.0,-88.0,80.0,-18.0,0.0,0.0,0.0,0.0,-74.0,0.0,0.0,0.0,6,ryanmali
11,Magmortar,0.0,-57.0,0.0,-18.0,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,6,ryanmali
0,Latias,304.0,-188.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6,thewillager
1,Quagsire,68.0,-106.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,6,thewillager
2,Starmie,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,thewillager
3,Klefki,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,thewillager
4,Heracross,36.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,thewillager
5,Nidoqueen,69.0,-91.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,-1.0,0.0,6,thewillager
6,Clefable,388.0,-123.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,6,jmils9
7,Salamence,35.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-4.0,0.0,6,jmils9
8,Swampert,65.0,-106.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,6,jmils9
9,Alakazam,91.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,jmils9
10,Magneton,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,jmils9
11,Scizor,6.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,-16.0,0.0,0.0,6,jmils9
0,Latios,90.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,6,tomatotommaso
1,Shuckle,0.0,-200.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,tomatotommaso
2,Cobalion,207.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,6,tomatotommaso
3,Shaymin,4.0,-29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,tomatotommaso
4,Gengar,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,tomatotommaso
5,Rotom-Wash,-9.0,-141.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,6,tomatotommaso
6,Cryogonal,78.0,0.0,134.0,-216.0,0.0,0.0,-18.0,0.0,0.0,0.0,0.0,0.0,6,bman5422
7,Nidoking,117.0,-51.0,0.0,0.0,0.0,-49.0,0.0,0.0,0.0,0.0,0.0,0.0,6,bman5422
8,Dragonite,98.0,0.0,0.0,-92.0,0.0,0.0,-8.0,0.0,0.0,0.0,6.0,0.0,6,bman5422
9,Empoleon,43.0,-134.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,bman5422
10,Galvantula,74.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,bman5422
11,Tangrowth,134.0,-27.0,173.0,0.0,0.0,-246.0,0.0,0.0,0.0,0.0,-1.0,0.0,6,bman5422
0,Serperior,239.0,-79.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7,kaiser cauto
1,Mismagius,50.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,kaiser cauto
2,Bronzong,19.0,-44.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,kaiser cauto
3,Forretress,9.0,-95.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,kaiser cauto
4,Suicune,43.0,-84.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,kaiser cauto
5,Snorlax,0.0,-54.0,66.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,7,kaiser cauto
6,Keldeo,40.0,-82.0,-12.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,7,ryanmali
7,Ferrothorn,100.0,-19.0,12.0,0.0,0.0,-13.0,0.0,0.0,-18.0,0.0,0.0,0.0,7,ryanmali
8,Donphan,0.0,-50.0,0.0,-36.0,0.0,0.0,-7.0,0.0,-7.0,0.0,0.0,0.0,7,ryanmali
9,Meloetta,232.0,-35.0,0.0,-37.0,0.0,0.0,-3.0,0.0,-25.0,0.0,-4.0,0.0,7,ryanmali
10,Florges,0.0,-94.0,12.0,-6.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,7,ryanmali
11,Magmortar,84.0,-80.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,7,ryanmali
0,Hippowdon,26.0,-106.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,gscalfaro7
1,Victini,9.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,7,gscalfaro7
2,Weavile,191.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,gscalfaro7
3,Drapion,45.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,gscalfaro7
4,Rotom-Mow,51.0,-75.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,0.0,-2.0,0.0,7,gscalfaro7
5,Mew,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,gscalfaro7
6,Nidoking,90.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,bman5422
7,Entei,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,bman5422
8,Dragonite,261.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7,bman5422
9,Gastrodon,142.0,-42.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,bman5422
10,Galvantula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,bman5422
11,Tangrowth,88.0,-51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,bman5422
0,Zapdos,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,mattchumaniac44
1,Umbreon,221.0,-172.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,0.0,0.0,7,mattchumaniac44
2,Metagross,0.0,-82.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,0.0,7,mattchumaniac44
3,Granbull,140.0,-91.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,-2.0,0.0,7,mattchumaniac44
4,Jellicent,425.0,-216.0,339.0,-72.0,0.0,0.0,0.0,0.0,0.0,-63.0,-1.0,0.0,7,mattchumaniac44
5,Porygon-Z,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,0.0,0.0,7,mattchumaniac44
6,Latias,136.0,-322.0,368.0,0.0,0.0,-121.0,0.0,0.0,-25.0,0.0,-4.0,0.0,7,thewillager
7,Starmie,30.0,-255.0,179.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-2.0,0.0,7,thewillager
8,Klefki,0.0,-94.0,6.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,-1.0,0.0,7,thewillager
9,Diancie,146.0,-57.0,-19.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,7,thewillager
10,Heracross,21.0,-55.0,24.0,0.0,0.0,-21.0,0.0,0.0,-48.0,0.0,-3.0,0.0,7,thewillager
11,Nidoqueen,228.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-3.0,0.0,7,thewillager
0,Aromatisse,67.0,-160.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7,notabot1234
1,Venusaur,49.0,-180.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,notabot1234
2,Blastoise,14.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,notabot1234
3,Heatran,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,notabot1234
4,Tornadus-Therian,115.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,notabot1234
5,Haxorus,285.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,notabot1234
6,Latios,167.0,-54.0,51.0,0.0,0.0,0.0,0.0,-97.0,0.0,0.0,-2.0,0.0,7,tomatotommaso
7,Cobalion,37.0,-112.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,tomatotommaso
8,Lickilicky,220.0,-133.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,7,tomatotommaso
9,Piloswine,155.0,-31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,tomatotommaso
10,Gengar,100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,tomatotommaso
11,Rotom-Wash,61.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,tomatotommaso
0,Infernape,23.0,-64.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.0,0.0,0.0,0.0,7,sonofringo
1,Lanturn,115.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,7,sonofringo
2,Gliscor,48.0,-217.0,154.0,0.0,0.0,0.0,0.0,0.0,-37.0,0.0,0.0,0.0,7,sonofringo
3,Golurk,198.0,-94.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,7,sonofringo
4,Noivern,135.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,0.0,-2.0,0.0,7,sonofringo
5,Cresselia,191.0,-523.0,454.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,8.0,0.0,7,sonofringo
6,Excadrill,561.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6utter
7,Tyranitar,43.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6utter
8,Mienshao,46.0,-91.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,7,6utter
9,Gardevoir,59.0,-95.0,58.0,0.0,0.0,-63.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6utter
10,Crobat,91.0,-164.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.0,7,6utter
11,Seismitoad,218.0,-160.0,72.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6utter
0,Azumarill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,joji27
1,Jirachi,218.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,joji27
2,Qwilfish,164.0,-44.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7,joji27
3,Politoed,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,joji27
4,Kingdra,0.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,joji27
5,Thundurus,322.0,-56.0,42.0,-60.0,0.0,0.0,-26.0,0.0,0.0,0.0,6.0,0.0,7,joji27
6,Greninja,17.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,moof710
7,Togekiss,48.0,-106.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,moof710
8,Blissey,0.0,-147.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,moof710
9,Machamp,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,moof710
10,Amoonguss,60.0,-166.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,moof710
11,Hydreigon,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,moof710
0,Raikou,54.0,-64.0,0.0,-24.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,8,crystopperpkmn
1,Moltres,17.0,-136.0,178.0,-42.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,8,crystopperpkmn
2,Landorus-Therian,67.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,0.0,2.0,0.0,8,crystopperpkmn
3,Celebi,0.0,-93.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,8,crystopperpkmn
4,Sylveon,171.0,-66.0,0.0,-25.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,8,crystopperpkmn
5,Tauros,194.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,0.0,0.0,0.0,-71.0,8,crystopperpkmn
6,Zapdos,107.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,8,mattchumaniac44
7,Garchomp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,mattchumaniac44
8,Umbreon,31.0,-163.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,mattchumaniac44
9,Rotom-Heat,243.0,-124.0,86.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,-8.0,0.0,8,mattchumaniac44
10,Metagross,9.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,8,mattchumaniac44
11,Roselia,46.0,-61.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,8,mattchumaniac44
0,Serperior,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,kaiser cauto
1,Bronzong,201.0,-144.0,186.0,0.0,0.0,-96.0,0.0,0.0,0.0,0.0,14.0,0.0,8,kaiser cauto
2,Mismagius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,kaiser cauto
3,Thundurus-Therian,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,kaiser cauto
4,Forretress,11.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,-1.0,0.0,8,kaiser cauto
5,Snorlax,278.0,-98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,kaiser cauto
6,Latios,71.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,4.0,0.0,8,tomatotommaso
7,Shuckle,3.0,-98.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,8,tomatotommaso
8,Shaymin,12.0,-96.0,8.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,8,tomatotommaso
9,Gengar,15.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,tomatotommaso
10,Rotom-Wash,144.0,-184.0,97.0,0.0,0.0,0.0,0.0,0.0,-13.0,0.0,0.0,0.0,8,tomatotommaso
11,Virizion,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8,tomatotommaso
0,Cofagrigus,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,8,sonofringo
1,Infernape,129.0,-58.0,0.0,0.0,0.0,0.0,0.0,-30.0,-12.0,0.0,0.0,0.0,8,sonofringo
2,Lanturn,113.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-1.0,0.0,8,sonofringo
3,Noivern,104.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,-2.0,0.0,8,sonofringo
4,Gyarados,63.0,-90.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,2.0,0.0,8,sonofringo
5,Cresselia,254.0,-126.0,113.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,10.0,0.0,8,sonofringo
6,Clefable,57.0,-173.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,jmils9
7,Zoroark,28.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,jmils9
8,Salamence,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,jmils9
9,Swampert,37.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,jmils9
10,Alakazam,108.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,jmils9
11,Scizor,140.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,jmils9
0,Nidoking,139.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,-2.0,0.0,8,bman5422
1,Dragonite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,bman5422
2,Empoleon,163.0,-103.0,15.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,2.0,0.0,8,bman5422
3,Xatu,91.0,-64.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.0,0.0,0.0,0.0,8,bman5422
4,Galvantula,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,8,bman5422
5,Tangrowth,82.0,-75.0,18.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,8,bman5422
6,Excadrill,147.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6utter
7,Tyranitar,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6utter
8,Mienshao,64.0,-91.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,8,6utter
9,Gardevoir,51.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8,6utter
10,Crobat,49.0,-63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.0,8,6utter
11,Seismitoad,0.0,-112.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6utter
0,Azumarill,28.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,8,joji27
1,Jirachi,192.0,-66.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,-16.0,0.0,0.0,8,joji27
2,Qwilfish,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,2.0,0.0,8,joji27
3,Politoed,100.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.0,0.0,8,joji27
4,Kingdra,111.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,-16.0,-4.0,0.0,8,joji27
5,Thundurus,143.0,-51.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.0,0.0,-1.0,0.0,8,joji27
